source	target
PHF17	LOC645609
PHF17	SLC19A2
PHF17	LOC100127913
PHF17	JAGN1
PHF17	ARHGEF1
PHF17	PPP4R1
PHF17	S100PBP
PHF17	TTLL3
PHF17	ZNF331
PHF17	ZNF75D
SMA4	LOC728565
LOC642755	DEXI
FAM136A	OXTR
RIOK2	CDKN2AIP
RIOK2	CCDC16
RNF181	LOC100134537
TSPAN3	TMEM56
TSPAN3	TMED10P
EIF4B	IPO5
EIF4B	KIAA0368
EIF4B	LOC643873
FLJ25404	SPG11
FLJ25404	RND3
FLJ25404	MYO5C
FLJ25404	PVALB
FLJ25404	H19
FLJ25404	FAM57B
FLJ25404	CCBL2
FLJ25404	TTC13
FLJ25404	UTP14A
ARPC3	DDOST
ARPC3	WDR70
ARPC3	FUBP3
ARPC3	LOC441131
ARPC3	LOC729841
ARPC3	TAF15
ARRDC2	GADD45G
ARRDC2	DDIT4
ARRDC2	TSC22D3
UPK1A	NOS2
LOC642031	MYPOP
LOC642031	PAK4
LOC642989	HNRPA1L-2
LOC642989	LOC100131196
CNNM4	ACTN2
RPF1	TMEM199
RPF1	MRPL32
MARCH3	LOC100133609
HRASLS	MAP2K4
ATP2A2	ADCY9
ATP2A2	SCN2B
ATP2A2	GPT2
ATP2A2	FBXW8
ATP2A2	MYLK3
ATP2A2	CABC1
ATP2A2	IL17D
ATP2A2	WSCD1
ATP2A2	TNNC1
ATP2A2	ALDH7A1
ATP2A2	AVP
ATP2A2	KLHL29
ATP2A2	ME2
ATP2A2	MYL2
MYL1	PGAM2
MYL1	KBTBD12
MYL1	TMOD1
MYL1	BBX
NUCB2	IFT74
FAM39E	ORAOV1
STAU1	BCOR
GOT1	APOO
PI4KAP1	PI4KAP2
SLC41A1	TMEM120A
SLC41A1	SCN2B
LOC388532	LOC648659
LOC388532	GTF2H1
LOC388532	HRC
LOC388532	LOC100129141
LOC388532	LOC644937
LOC388532	LOC646688
LOC388532	LOC653737
INDO	IDO1
ZMYM3	MKL1
ZMYM3	TMTC3
ZMYM3	PDCD10
SNRPN	IPW
STAC3	SNORA62
ZYG11B	ANKRD46
ZYG11B	RAB30
ZYG11B	OSBPL1A
DNM2	TSC2
DNM2	CDS2
LOC23117	LOC729978
MDH1	MIPEP
MDH1	LMOD1
MDH1	ETFA
MDH1	VDAC3
MDH1	CRLS1
MDH1	PDHB
MDH1	CKMT2
MDH1	GLRX5
MDH1	NDUFS4
MDH1	MRPL22
MDH1	PTCD2
MDH1	SIRT5
CRIP1	C3orf14
ACTR3	KIAA2013
ALKBH5	UBE2L3
ALKBH5	SNX27
ALKBH5	SUMO3
ALKBH5	ZDHHC7
ALKBH5	ZMAT2
ALKBH5	C15orf52
LOC650909	KIAA1641
LOC650909	VPS37C
LOC650909	KILLIN
CBX7	FOXO4
GALT	LOC151579
GALT	DPH5
CCDC69	LMO1
CCDC69	SCN4B
GFM1	LARS
SAR1A	EIF2S1
RPAP2	RBM12B
CRTC2	LTBR
CRTC2	MOBKL2B
CRTC2	SF3A2
CRTC2	NAT6
CRTC2	XAB2
CRTC2	LOC731314
SFRS11	ZNF658
SFRS11	EDEM3
FIBP	TMEM160
XPO4	PROX1
XPO4	COLQ
ADNP	TALDO1
DRG1	CWC15
DRG1	EIF2A
C16orf68	MRPS15
FIS1	TTC3
PAN2	AMT
PAN2	MST1
MRPS18C	UBL5
GTF3A	MTCP1
APH1A	UBE2Z
CHKA	RBM23
ACTC1	MYBPH
LAMB1	SLC6A15
BRPF3	TAF4
BRPF3	NR3C1
KRTCAP2	RHOG
KRTCAP2	CD63
KRTCAP2	GNL2
KRTCAP2	HARS
KRTCAP2	ATRIP
SAMD1	RBBP5
CAV2	BEX4
ARAF	HEG1
ARAF	NSUN2
ARAF	SNX11
ARAF	BCKDK
ARAF	SERPINB6
ARAF	MRPS18A
ARAF	EVI5L
ARAF	GSPT1
ARAF	ZNF511
ARAF	RASL12
ARAF	FBXO46
ARAF	LCMT1
ARAF	LOC401127
ARAF	ZSCAN2
DAGLB	IL17RB
LOC647349	AP3S1
NOTCH3	TBX2
NOTCH3	EVI1
NOTCH3	PEAR1
NOTCH3	GABBR1
LOC653635	EFNA4
LOC653635	SNX26
LOC653635	LOC652673
LOC653635	SPRR1B
LOC653635	LOC642377
LOC653635	STX10
LOC653635	COL14A1
LOC653635	DPYSL5
LOC653635	SLC25A45
LOC653635	LOC729225
LOC653635	AMAC1L3
LOC653635	DNA2
LOC653635	EPHA10
LOC653635	IL17RC
LOC653635	SASS6
LOC653635	SIGIRR
LOC653635	ZSWIM4
LOC650155	TSTD2
ACOT9	HNRPUL2
PPP1R10	AVIL
ROCK2	LOC392264
KLF10	HES1
RARA	COX11
RARA	CCDC28A
BOLA2	PSMB10
LOC653071	LOC642398
LOC653773	CDKN1B
PDE4DIP	LOC652164
PDE4DIP	NR1H3
PDE4DIP	LOC441957
TXNDC17	CDC26
LOC388654	LOC284393
LOC730996	LOC653631
BAG3	LOC146517
BAG3	PSMA1
KIAA0355	NDEL1
SFRS15	CRY1
SFRS15	MAFG
PPP1R14B	LOC644879
PPP1R14B	LOC729406
MSN	DOCK10
MSN	S1PR3
MSN	STK38
MSN	ASAP1
C7orf68	MGAT3
SNURF	IPW
SNURF	SNRPN
MYH11	CACNA1H
MYH11	CCDC3
MYH11	ACTA2
MYH11	TMEM51
MYH11	SULF1
MYH11	KCNAB1
MYH11	PPP1R14A
MYH11	ACTG2
MYH11	EDNRA
MYH11	RBPMS2
MYH11	RERGL
MYH11	LBH
MYH11	NET1
MYH11	TAGLN
UCHL3	TXNL2
LOC645566	LOC644254
ACAA2	HADHB
ACAA2	LOC340274
LOC642688	GOLGA8E
NGRN	C7orf11
LOC641825	FLJ43663
ATP5G2	SEC11A
ATP5G2	OXA1L
ATP5G2	MRPL21
RAB31	CXCL16
RDH13	AARS2
ASPSCR1	SOX15
SUCLA2	GBAS
LOC285053	LOC390354
LOC285053	LOC347544
LOC285053	LOC100133390
LOC285053	RPS17
PPPDE1	PCYOX1
LOC643438	NUTF2
ACADL	KAAG1
PER3	ANKRD12
SH3RF2	SLC16A10
NDUFB8	COQ10A
NDUFB8	OXSM
NDUFB8	COX7A2
NDUFB8	ETFB
NDUFB8	ROCK1
NDUFB8	WDR45
LOC731640	LOC388532
LOC731640	LOC388621
LOC731640	VPS45
LOC731640	LOC728973
LOC731640	LOC645157
LOC731640	CPNE1
LOC731640	SNHG8
LOC643433	HINT1
LOC643433	C22orf30
LOC643433	RPL14L
SPTBN1	ITM2B
SPTBN1	P2RY5
SPTBN1	ZFP36L2
SPTBN1	APP
SPTBN1	CXCL12
FLOT1	AGFG1
FLOT1	SCML1
ZBTB45	ZNF434
ZBTB45	SMCR7L
RBM34	C14orf166
RBM34	ZNF605
FAM129B	GMDS
FAM129B	SYDE1
LOC644039	ZFAND1
C14orf156	SEC61G
ESRRG	C1orf57
ESRRG	LRP1B
ESRRG	EXOC6
ESRRG	LGI1
ESRRG	PPP2CA
AGPAT5	RPS24
RANGAP1	BRD9
RANGAP1	PEX5
RANGAP1	POMGNT1
RANGAP1	MFSD5
RANGAP1	DHX16
RANGAP1	APEG1
RANGAP1	JTB
RANGAP1	PTCD1
RANGAP1	B3GNT1
RANGAP1	COMT
RANGAP1	CPSF4
RANGAP1	ITSN1
RANGAP1	METTL13
DCTN2	TSPYL1
DCTN2	IFFO1
DCTN2	DDX31
RABL3	LOC100130758
RABL3	UNG
LOC653720	LOC643206
LOC653720	TMEM198
LOC653720	RGR
LOC653720	LOC728694
MX1	OAS2
MX1	PRIC285
MX1	IFITM1
MX1	ISG15
MX1	MX2
MX1	IFI6
LRPPRC	TMLHE
SOD1	AKR1C4
SOD1	HOXC6
MAP7D3	MAGEB6
PNPLA7	TXNDC14
SQSTM1	CYCS
TXNDC15	MTA2
KLHL34	PTPN3
KLHL34	ZNF680
KLHL34	CHTF8
KLHL34	C22orf25
KLHL34	ZGPAT
KLHL34	C13orf29
KLHL34	BMPER
KLHL34	CKAP5
KLHL34	FAM177A1
KLHL34	LAMP2
KLHL34	TSC22D1
NME1-NME2	ICAM3
LCP1	ALOX5
LCP1	RAC2
LCP1	WAS
LCP1	EVI2B
LCP1	FYB
LCP1	APBB1IP
LCP1	LILRB2
LCP1	ITGB2
LCP1	RASSF2
CITED2	SLC25A25
ADCK2	EVL
ADCK2	ERCC2
ADCK2	MLXIPL
NOMO3	LOC652388
ZNF337	WDR4
MCM7	EIF2B4
MRPL22	LOC645969
EPHA10	KDM2B
EPHA10	OR52K1
EPHA10	LOC100128547
EPHA10	POGZ
CAMK2B	FHOD1
CAMK2B	CETN2
CAMK2B	SUPT5H
CAMK2B	C1orf66
CAMK2B	UBAP2
CAMK2B	ZFAND3
CAMK2B	TRIM28
CAMK2B	MACROD1
CAMK2B	PLEC1
CAMK2B	TMEM55B
CAMK2B	FLJ20489
CAMK2B	SPRYD3
CAMK2B	PRPF40B
CAMK2B	MAP1S
CAMK2B	GNA11
CAMK2B	KIAA0195
CAMK2B	FOXK1
CAMK2B	DULLARD
CAMK2B	GBF1
CAMK2B	BTN2A1
CAMK2B	DNM2
CAMK2B	GAA
CAMK2B	HDGF2
CAMK2B	TMEM126B
CAMK2B	ZMYM3
TIMP4	CX3CR1
LOC642250	LOC100133931
COX5B	COX6C
COX5B	UQCRQ
COX5B	NDUFA12
COX5B	LOC402175
FLAD1	PSMB6
FLAD1	NSDHL
FLAD1	WDR18
FLAD1	LOC441191
FLAD1	FLJ45202
FLAD1	FTSJ2
FLAD1	RWDD1
AGL	SPAST
AGL	DHX29
AGL	FBXW2
AGL	PPP1R3A
RPF2	LOC729608
SLC25A11	NAP1L1
ATXN7L2	CHIC2
ATXN7L2	SBK1
ATXN7L2	ANK1
ATXN7L2	CCPG1
TIMM23	LOC652864
TIMM23	MSH6
TIMM23	THEM2
TIMM23	MRPL4
DHTKD1	GCAT
PTGDS	ADAMTSL2
DLD	PDHX
DLD	LOC442454
DLD	NDUFS1
DLD	NARS
INPP5A	SETD8
INPP5A	ASB12
LOC402057	LOC728517
KPNA4	PPP6C
KPNA4	PCMT1
KPNA4	REEP5
KPNA4	CAB39
KPNA4	KAT2B
KPNA4	LOC100131336
GRHPR	AK2
GRHPR	NMNAT3
ID1	C8orf4
ID1	ID3
ID1	KLF2
ID1	SOX18
IL11RA	AP3M2
IL11RA	TSPO
FLNB	OLFML2A
FLNB	TANC1
SSU72	C2orf28
CASC3	SFRS15
CASC3	SDCCAG10
CASC3	NAPA
CASC3	SFRS16
LOC648249	LOC387867
LOC648249	LOC649049
LOC648249	RPSA
LOC648249	LOC388707
LTBP4	FAM102B
SH3BP5L	JPH2
ZFP91	ZNF532
C10orf12	CCNA2
ERRFI1	LOC389257
USP15	PARP1
USP15	MPP5
TUBB	MIR586
TUBB	LOC647000
TUBB	LOC92755
LOC389787	LRRC2
LOC389787	LOC285741
LOC389787	C1orf43
CLPTM1	KLHL9
CLPTM1	BRI3
CLPTM1	ITFG3
CLPTM1	EHBP1L1
CLPTM1	ARRDC3
CLPTM1	DEDD
IGFBP4	ROBO4
IGFBP4	TMEM204
IGFBP4	APLP2
IGFBP4	LARP1B
IGFBP4	MGLL
IGFBP4	TJP1
ACBD3	UBA6
ACBD3	TRIM33
ACBD3	XRN1
AKTIP	MTCH1
TMUB1	ASB12
MORF4L2	LOC652773
MORF4L2	TMEM38B
TP53I13	ZNF526
TP53I13	LOC731049
DCTN5	TRIM54
SRRD	PRR16
COQ10A	CECR5
CALM3	PLXNA1
CALM3	LOC389465
PSMB6	REXO4
PSMB6	GEMIN6
PSMB6	GORASP2
UQCRQ	ISCU
SP2	LRRC8A
SP2	ZNF423
SOBP	ASAP3
LOC652489	LOC390466
FAF1	RAB4A
FAF1	LOC644762
FAF1	DNM1L
RBM15	ZNF721
LOC153561	LOC653080
LOC440422	LOC729704
CSPG4	CNDP2
CSPG4	AQP4
PLD3	DNAL4
PLD3	LZTR1
PLD3	PCIF1
PLD3	CTDSP1
EIF4A3	CCDC45
PRPS1	PACSIN3
PRPS1	GANAB
PRPS1	LOC652264
PRPS1	HNRPR
ZC3HAV1	PPFIBP2
ZC3HAV1	SERINC2
SPTBN2	NDUFS7
SPTBN2	LOC643922
SPTBN2	LOC645885
SPTBN2	NDUFV2
RPS6KL1	SPRYD5
SDHB	LOC646630
SDHB	ATP5O
VASN	PLEKHG3
SPTB	ZNF143
SPTB	NICN1
SPTB	PTP4A3
RRAS2	XIRP2
RRAS2	TGFB2
RRAS2	GYG1
RRAS2	ACOT9
RRAS2	RECQL
PPFIA4	ARPC5L
PPFIA4	EEF1A2
PPFIA4	C14orf102
PPFIA4	ST6GALNAC4
LOC648000	DHX15
MLKL	CASP1
CMTM3	SIGLEC5
CMTM3	GJC2
CMTM3	SLCO1B1
CMTM3	BSCL2
C1orf24	FAM129A
CACNA1S	LARP4B
CACNA1S	DIMT1L
FCN1	PTPN6
FCN1	LAPTM5
STK25	LGTN
STK25	POLR3E
ESAM	MGC61598
ESAM	CDH5
ESAM	DLL1
ESAM	SLC25A5
ESAM	SLCO2B1
ESAM	ADAM15
ESAM	ARAP3
ESAM	CASP2
ESAM	GPR56
ESAM	WARS
LOC136143	LOC100129645
TMEM52	CALML6
TMEM52	UBE2E3
ITGB5	ANGPTL2
LMOD2	VAMP1
LMOD2	RNF144B
LMOD2	RFFL
LMOD2	PLEKHH3
LMOD2	GABARAPL1
PRTN3	LOC442711
PRTN3	BAZ2A
PRTN3	LOC644686
KIAA0922	LOC346887
LRRC47	SARS2
LRRC47	GON4L
LRRC47	DOLPP1
LRRC47	TNKS1BP1
LRRC47	ARID3B
LRRC47	C20orf27
LRRC47	EXOSC2
LRRC47	FOXJ2
LRRC47	XRCC1
LRRC47	RBL2
LRRC47	WBP1
LRRC47	CMTM4
ZNHIT6	PNMA1
LOC401115	TKT
LOC401115	TRIM55
TBC1D10B	SEMA6B
MLL	ST6GALNAC6
CCND3	ARHGDIB
CCND3	PRKCD
CCND3	SLC15A3
LOC732165	LOC729708
LOC732165	LDHA
BEGAIN	LOC390671
MID1IP1	PCGF1
MID1IP1	ILVBL
ZNF672	SUPV3L1
ZNF672	BAP1
ZNF672	LOC650029
ZNF672	VAMP4
NARG1	C14orf147
NARG1	C1orf19
CNOT1	SFRS8
CNOT1	TRAPPC1
CNOT1	PDCD5
CNOT1	BICD2
CNOT1	SMARCC2
CNOT1	TAF1C
SNORD16	SNORD121B
SNORD16	SNORA63
LOC646531	FAM104A
NME3	SSRP1
FOS	CXCL2
FOS	GADD45B
FOS	EGR1
FOS	DUSP1
FOS	JUNB
FOS	CYR61
FOS	SNORA28
FOS	SNORA24
DENND4C	FLJ12078
LOC440345	LOC100133840
LOC440345	LOC440349
KCMF1	LOC651316
TMEM108	CCDC136
PSENEN	SLC22A18AS
PSENEN	CCL8
PSENEN	LOC646508
PSENEN	VWA3B
UNC13B	FLJ25404
UNC13B	VPS26B
UNC13B	LRRC56
UNC13B	MRPS25
UNC13B	NUSAP1
GUSB	SNORD62B
NDUFS7	SPAG7
NDUFS7	ECHS1
NDUFS7	NDUFB11
NDUFS7	PMPCA
NDUFS7	FIT1
NDUFS7	NDUFV1
NDUFS7	MYST1
FAM155B	ALDOC
FAM155B	SNX31
FAM155B	CDIPT
DFNA5	ATP2B2
C1orf71	PCYOX1
ANTXR1	RAB22A
ANTXR1	CAMSAP1L1
ANTXR1	RECK
FYTTD1	PTP4A1
FYTTD1	UHRF1BP1
FYTTD1	OTUD6B
FYTTD1	RNF128
RBM42	TMEM219
RBM42	ZNF579
RBM42	SAC3D1
RBM42	FTHL11
RBM42	RNH1
ATOX1	LOC100133477
KIAA0907	RAPGEF6
KIAA0907	ZNF550
USP25	LOC645196
USP25	SIRT1
USP25	COL4A4
USP25	FAM179B
USP25	SLC38A4
USP25	TSC1
EXOSC10	LOC732007
EXOSC10	CXorf57
EXOSC10	DDX18
EXOSC10	ZNF256
EXOSC10	C19orf48
EXOSC10	LOC158301
EXOSC10	ZFP37
EXOSC10	MCM6
EXOSC10	TARBP1
EXOSC10	PPA1
EXOSC10	MDC1
EXOSC10	CCNL1
EXOSC10	CES2
EXOSC10	DMTF1
EXOSC10	SAR1B
EXOSC10	SMC2
PPM1D	NFE2L2
PPM1D	SEMA6D
PPM1D	ZNF232
TSR2	LOC441150
GJA4	NOTCH4
MRPL13	KIAA0391
MRPL13	STRAP
MRPL13	LYRM5
MRPL13	NUP37
MRPL13	YARS2
MRPL13	MTX2
MRPL13	WDR12
UQCRC1	SDHB
UQCRC1	C1QBP
UQCRC1	TRMT112
UQCRC1	GSTK1
UQCRC1	MPP1
UQCRC1	IDH2
UQCRC1	TMEM177
UQCRC1	COQ9
UQCRC1	NDUFA9
UQCRC1	DLST
UQCRC1	GOT2
UQCRC1	GPI
UQCRC1	NHP2L1
UQCRC1	PRDX5
UQCRC1	RALY
UQCRC1	UQCC
LOC440733	LOC729789
EIF3I	RSL1D1
EIF3I	EIF3D
EIF3I	SLC25A38
EIF3I	DAP3
SLC2A5	SEC31B
C3orf23	RABL3
C3orf23	MORF4L2
C3orf23	MDFIC
C3orf23	CSDE1
C3orf23	FNTA
C3orf23	GRINL1A
C3orf23	MCL1
C3orf23	TSNAX
SVIL	MYOM1
SVIL	GNAS
SVIL	STAG3L2
SVIL	LOC731954
FBXW4	FAM110B
FBXW4	PRDM4
FBXW4	ZBTB47
FBXW4	BTBD6
FBXW4	CDC16
FBXW4	PDCD2
CKB	LOC285095
CKB	SLC4A7
HOMER2	MYRIP
HOMER2	CLTB
HOMER2	DHCR24
HOMER2	NINJ2
HOMER2	SEL1L2
HOMER2	CYP2J2
HOMER2	FHOD3
HOMER2	C5orf32
HOMER2	TIAF1
HOMER2	IRAK1
HOMER2	IKBKB
HOMER2	NRAP
HOMER2	R3HDM1
USP5	MAPRE3
USP5	PACSIN2
LPIN1	PREP
LPIN1	TMEM165
FGF13	PAR5
FGF13	LRIG1
TAF1C	C21orf122
EYA4	EPC1
MLF2	HSF4
C10orf78	C1orf109
MTA1	LMF2
MTA1	RP9P
DOLPP1	C17orf85
NR2F6	PCBP1
NR2F6	LHPP
NR2F6	C19orf12
NR2F6	SLC26A6
TNFRSF10C	ARSD
TNFRSF10C	LOC653796
TNFRSF10C	ATP6AP1L
TNFRSF10C	LOC100134426
CHCHD1	TRIAP1
CHCHD1	C12orf62
CHCHD1	ATPIF1
ATP5F1	LOC641844
ATP5F1	BRP44L
ATP5F1	LOC285074
JAM2	EMCN
DNAJA1	CKS2
DPYSL2	FAM84B
DPYSL2	ALCAM
DPYSL2	ARL6IP1
DPYSL2	LOC650339
DPYSL2	EIF5A2
DPYSL2	FAM162B
DPYSL2	EDNRB
DPYSL2	ABCA8
DPYSL2	BTG3
DPYSL2	CBL
DPYSL2	HSD17B11
DPYSL2	MCM3
DPYSL2	ROD1
DPYSL2	SASH1
DPYSL2	SLFN11
DPYSL2	SNRK
FBLN1	NQO1
FBLN1	MFAP4
FBLN1	PPL
FBLN1	LTBP4
LOC649548	PSME4
LOC649548	RPRC1
LOC649548	ZNF451
CCDC109A	ACTN2
CCDC109A	USP54
CCDC109A	CBARA1
CCDC109A	OGFOD1
LOC642082	MEX3A
SSH2	TNS3
CHCHD3	THRSP
CHCHD3	C2orf7
WDR62	POLR2I
WDR62	TBCB
PCBP1	RRAGA
PCBP1	ANKMY2
PCBP1	PRDX6
PCBP1	HK1
PCBP1	WRNIP1
TRAPPC2	RARB
IFITM2	SNX13
IFITM2	UBE2L6
CD97	ARPC4
LOC440704	RAB33B
LOC440704	FVT1
RPS3A	HNRPLL
ABI3BP	HTRA1
ABI3BP	LPHN2
ABI3BP	STK39
ABI3BP	ANTXR2
ABI3BP	GPX8
SNX5	THAP1
GTF2I	USP22
GTF2I	ANO5
GTF2I	ARIH1
GTF2I	MFAP3
GTF2I	NBR1
GTF2I	TMED10
GTF2I	TRUB1
GTF2I	NEK7
GTF2I	CASD1
GTF2I	LLPH
GTF2I	LOC100128771
GTF2I	DHX9
GTF2I	EIF4G2
GTF2I	ENSA
GTF2I	ERI2
GTF2I	GMPR2
GTF2I	GNL3
GTF2I	GTF2IP1
GTF2I	LOC648927
GTF2I	RPS6KA3
GTF2I	SCRN3
GTF2I	TXNRD1
LOC440341	TNRC18
LOC440341	AKT2
LOC440341	TMEM60
LOC440341	UBE2F
LOC440341	LOC100129828
LOC440341	WSB1
NUP205	PTAR1
IKZF5	HNRNPA0
COL8A2	RAMP2
RALGPS1	TIMM44
GCOM1	Gcom1
HSPB1	HSPH1
PPARD	AMOT
FKBP2	TMED9
YWHAQ	CHSY1
YWHAQ	HRSP12
GBA2	RDH13
GBA2	MAT2A
SGCE	ZNF621
SGCE	MARCKS
CIRBP	PPP3CC
CIRBP	H2AFZ
CIRBP	COMMD6
CIRBP	SNX8
CIRBP	LOH3CR2A
CIRBP	ANKRD23
CIRBP	BRWD1
CIRBP	HIST1H2BD
LOC392145	IGF1
LOC375295	GBGT1
MFSD10	CHN1
MFSD10	LOC729101
MFSD10	DNMT1
MFSD10	PRPSAP1
MFSD10	PHF11
UBA6	ACVR2A
NFIC	RPAP2
NFIC	PAPD5
LOC389293	ISCA1L
LOC389293	ISCA1
ZFP36L1	FRAP1
ZFP36L1	SRPR
ZFP36L1	HMGB2
LOC283412	IK
IBTK	ARMC1
IBTK	ZNF181
IBTK	CUL4A
IBTK	KIAA0564
IBTK	SGCD
LOC650518	PSMA6
QRICH1	DDX42
QRICH1	SIN3A
KPNA1	XIRP2
KPNA1	PLA2G4F
KPNA1	C20orf20
KPNA1	LOC392787
KPNA1	CTNNAL1
KPNA1	SNX25
SP1	KIAA0240
LOC728635	DHRS4
DIP2C	HAUS4
DIP2C	CD58
DIP2C	VPS8
LOC388275	LOC729423
SRPX2	STK32B
TPSAB1	CTSG
TPSAB1	CPA3
TPSAB1	TPSB2
WDFY1	GFM1
WDFY1	RFX7
WDFY1	FBXO11
WDFY1	MATR3
WDFY1	TNPO1
HTRA1	THBS2
HTRA1	LAMP1
SEC24C	SEC16A
CUEDC1	RPAP2
CUEDC1	TGFBRAP1
CUEDC1	RDH10
CUEDC1	YBX2
CUEDC1	EXD2
CUEDC1	MARCH3
CUEDC1	NFIC
CUEDC1	ST7
LOC644330	MYH7
LOC644330	PRSS42
LOC644330	OSGIN2
LOC644330	LOC147804
LOC644330	ABCC12
LOC644330	MYH7B
LOC644330	PAQR9
LOC644330	MYBPC1
LOC644330	TPM3
PIPSL	U1SNRNPBP
PIPSL	TPT1
LOC390354	LOC648622
LOC390354	LOC388654
LOC390354	HSPC159
LOC390354	LOC390345
LOC390354	LOC100132673
LOC390354	LOC729926
LOC390354	RPL13
LOC645138	TEAD3
LOC645138	LOC100127922
LOC645138	NAE1
LOC643922	BTBD8
BTAF1	SLC25A13
BTAF1	LOC203547
ADCY3	C1QTNF1
HSPA12B	EFNA1
NPIP	RICS
NPIP	BAT2D1
NPIP	LOC728734
NPIP	LOC389137
NPIP	LOC388237
SCN2B	ALPK2
SCN2B	RNF135
HOXA4	C20orf177
FAM168B	EP300
FAM168B	CCDC77
POLR2J3	KHNYN
POLR2J3	POLR2J2
C1R	COCH
CCDC14	ZNF518A
CCDC14	CAPRIN2
LOC388621	ALG5
NDFIP2	RAB10
NDFIP2	CALML4
NDFIP2	GRB14
LOC387763	JAG1
RAP2A	NICN1
RAP2A	AGBL5
RAP2A	SLCO3A1
ATP6AP2	KLHDC5
SNAPC4	FLJ10213
SNAPC4	LOC728661
LOC648852	LOC644482
LOC648852	LOC100132727
LOC648852	ZNF860
LOC648852	PPIC
LOC441377	LOC645979
LOC441377	LOC100131971
LOC441377	LOC728823
LOC441377	RPS26L
