tissue	Module	Annotation	moduleSize	hubs.MEGENA	keyDrivers.BN	sqrtBMI.Rho	sqrtBMI.Pval	sqrtBMI.P.adj	logmatsuda.Rho	logmatsuda.Pval	logmatsuda.P.adj	logSi.Rho	logSi.Pval	logSi.P.adj	logmatsuda.All.Overlap.Size	logmatsuda.All.FE	logmatsuda.All.Pvalue	logmatsuda.All.P.adj	sqrtBMI.All.Overlap.Size	sqrtBMI.All.FE	sqrtBMI.All.Pvalue	sqrtBMI.All.P.adj	logSi.All.Overlap.Size	logSi.All.FE	logSi.All.Pvalue	logSi.All.P.adj	CisEQTLs.Overlap.Size	CisEQTLs.FE	CisEQTLs.Pvalue	CisEQTLs.P.adj	logmatsuda.rank	Parent
adipose	M28	GO_EXTRACELLULAR_SPACE	263	GBA,FCGRT,S100A4,MVP,C1S,CD99,EFEMP1,PDIA5,RAB32,CD248,FAM46A,DARC,ITGB4,MLPH,TXN,TIMP2	C1S,DARC	0.489132800636108	1.67185687553443e-16	1.65947275053047e-15	-0.466539682572019	1.06435191238111e-14	1.2677613889695e-13	-0.307713488717187	1.96284285330467e-06	1.46122745746014e-05	173	2.2	3.14840007543408e-33	1.68754244043267e-31	183	1.9	1.52563816407426e-28	6.18460378444893e-27	99	2.3	2.19144528118114e-16	3.59575919606048e-15	73	1.32626041701717	0.0047616686634154	0.127612720179533	11	M6
adipose	M56	REACTOME_APOPTOSIS	251	ENO1,ANXA5,LAMP1,PLEKHM2,LSM4,ATP6V1F,HMBS,PPIL1,PSAP,ACTR1A,AP2S1	ENO1,ANXA5	0.312868577921691	4.20088721493706e-07	1.34830871090195e-06	-0.399451153355882	7.71308046831061e-11	5.74195990418679e-10	-0.250016962951018	0.000127068196245379	0.000597443449013363	167	2.2	4.92153603977221e-33	2.60895492921551e-31	134	1.5	1.51430383899754e-08	1.27043508162159e-07	83	2	1.45486947850959e-10	1.47753481354322e-09	57	1.08508267813701	0.264457072741398	0.797645420758	12	M9
adipose	M303	NA	116	UCHL1,LOC401115,LOC392437,SPARC,P2RX6,TRAPPC1	UCHL1	0.583643867328352	2.59847684709724e-24	4.80270203463491e-23	-0.556849908424154	1.95669979272048e-21	1.16532343210909e-19	-0.421022502415894	2.69009689965309e-11	1.60210215357117e-09	97	2.8	5.33967707939501e-33	2.79984806858712e-31	100	2.4	6.24649264045931e-29	2.62026786935441e-27	72	3.7	5.28764382570128e-28	2.05706401735347e-26	36	1.48288068355203	0.00672332608096166	0.141680038324174	13	M55
adipose	M202	GO_RECEPTOR_ACTIVITY	89	FOLR2,C1QB,VSIG4,MS4A6A,LGMN	VSIG4,LILRB5	0.55846651652291	5.51415376465886e-22	8.44453262244899e-21	-0.557775003353412	1.62769766666798e-21	1.16532343210909e-19	-0.327460795375557	3.77664671706295e-07	3.81940120819952e-06	79	3	6.39107951782248e-31	3.05253144494808e-29	81	2.5	2.46084208728901e-27	9.27429861647047e-26	52	3.5	6.10173274485518e-19	1.20634257217956e-17	23	1.23480825958702	0.155641179423749	0.621679900827313	14	M30
adipose	M159	GO_ORGANIC_ACID_METABOLIC_PROCESS	106	LDHD	LDHD	-0.664343287167942	2.49781348887624e-33	6.69414015018833e-31	0.500028119011154	5.74313434158195e-17	8.79520002025121e-16	0.428905344692643	1.04050202135959e-11	1.11541816689748e-09	87	2.7	1.51094147370991e-28	6.17693361794627e-27	93	2.4	2.80672862129029e-28	1.11898007182681e-26	75	4.2	6.29327522484412e-35	3.74799502279605e-33	27	1.21708131574553	0.150753167848496	0.621566907436876	15	M25
adipose	M183	GO_OLIGOPEPTIDE_BINDING	113	GBA,FCGRT,MVP,C1S,CD99,TIMP2	C1S	0.436349610883875	4.32623408531565e-13	2.9352676832015e-12	-0.445381411183458	2.17461888300287e-13	2.19923720998026e-12	-0.27687762099372	2.04652843208608e-05	0.000116695663787036	88	2.6	9.63564949336089e-26	3.29662220964347e-24	83	2	6.34326813975454e-16	1.01324256642967e-14	47	2.5	3.25255818393445e-10	3.18909363400403e-09	31	1.31082569765317	0.0592495172561465	0.423880637061745	16	M28
adipose	M681	NA	83	UCHL1,LOC392437	UCHL1	0.591352040469504	4.5844776328457e-25	1.17013333866919e-23	-0.547466342037142	1.22632804390681e-20	4.38207887689367e-19	-0.423097168245066	2.10005642032019e-11	1.44347885532808e-09	69	2.8	1.49021709118473e-23	4.25373209933441e-22	74	2.5	9.66172864605066e-24	2.79090892146996e-22	59	4.3	6.16704490941036e-28	2.37998597143965e-26	28	1.61191313928279	0.00452498411601438	0.127612720179533	17	M303
adipose	M560	GO_LYTIC_VACUOLE	83	PLA2G7,ACP5,SPOCD1,TREM2,TM4SF19	PLA2G7	0.516688552014984	1.56106710569215e-18	1.81898254054564e-17	-0.503554766303562	3.2029864769944e-17	5.53806694086773e-16	-0.328311181464357	3.50851025455088e-07	3.68737548321426e-06	69	2.8	1.49021709118473e-23	4.25373209933441e-22	64	2.1	2.70662822060289e-14	3.76863531568235e-13	46	3.3	1.06403097687151e-15	1.66112797165959e-14	32	1.84218644489462	0.000177983618015057	0.0158998698760118	18	M199
adipose	M161	GO_MITOCHONDRION	87	PCCA,ALDH6A1,ETFA,HIBADH	HIBADH	-0.652198569753562	8.53534927455236e-32	1.14373680279002e-29	0.500783915521985	5.07046041691883e-17	7.99343171608381e-16	0.39646538441652	4.4481810503466e-10	1.27396152680205e-08	71	2.7	2.95740767032341e-23	8.29449686141868e-22	77	2.5	3.50891893041564e-24	1.0513680074736e-22	55	3.8	2.80155929277532e-22	7.18868192997242e-21	25	1.37303766995558	0.0519968313311484	0.407778359243586	19	M25
adipose	M199	GO_LYTIC_VACUOLE	129	ACP5,SPOCD1,TREM2,DNASE2B	PLA2G7	0.495484435479553	5.90798374884825e-17	6.08976786419743e-16	-0.480243583360681	1.34544793624195e-15	1.67711649726903e-14	-0.310906875920722	1.51562242253074e-06	1.17782614724793e-05	93	2.4	7.24359849289159e-23	1.93055906793973e-21	90	1.9	7.22475378201477e-15	1.05612764377089e-13	58	2.7	5.05716307901408e-14	6.89145612801241e-13	47	1.74088404106926	3.46449842918352e-05	0.00721642063093352	20	M30
adipose	M882	BIOCARTA_PROTEASOME_PATHWAY	104	ENO1,ANXA5,LSM4,ATP6V1F,HMBS,AP2S1	ATP6V1F	0.274020736136811	1.06162181711314e-05	2.96369423944085e-05	-0.371513689583766	1.81104099543061e-09	1.05512823212044e-08	-0.235991511646525	0.00030546616888432	0.00128921154741729	79	2.5	5.01410446186015e-22	1.25326631730639e-20	61	1.6	2.31602486056883e-06	1.53891238669201e-05	39	2.2	2.81208534711041e-07	2.04916914115719e-06	16	0.735103244837758	0.939609458954303	1	21	M697
adipose	M191	GO_IMMUNE_RESPONSE	157	RAC2,GPSM3,FYB,CORO1A,FGR,EVI2B,HCK,PSCDBP,PTPN6,PRKCB1,CD48	RAC2,FGR,PRKCB1	0.407082534267892	1.94525586577405e-11	1.08610119172385e-10	-0.35994536741611	6.14487228488001e-09	3.26104113336207e-08	-0.272692774371109	2.75539490889672e-05	0.000147689167116864	105	2.2	1.52062436416949e-21	3.64949847400679e-20	123	2.2	2.41569805084965e-27	9.1758483443297e-26	70	2.7	2.18183576089116e-16	3.59221014011568e-15	43	1.30867106326212	0.0315221394231929	0.331291504526105	22	M29
adipose	M697	REACTOME_APOPTOSIS	138	ENO1,ANXA5,LSM4,ATP6V1F,HMBS,ACTR1A,AP2S1	ENO1,ATP6V1F	0.261343648587695	2.75417779288051e-05	7.2364671420782e-05	-0.362252259912904	4.83484656827098e-09	2.61765430362954e-08	-0.224495021755767	0.000603646642194823	0.00227855352265088	95	2.3	5.35578001202552e-21	1.24212897971207e-19	74	1.5	1.92243889806603e-05	0.0001157783426251	43	1.9	1.96381565478858e-05	0.000118122777041148	25	0.865610704971998	0.820682967100536	1	23	M310
adipose	M311	KEGG_LYSOSOME	66	LAMP1,PLEKHM2,PSAP	PSAP	0.457270656770329	2.25576056364988e-14	1.77807009134756e-13	-0.485811082778071	5.65356607725528e-16	7.57577854352208e-15	-0.310901943286796	1.51623142089752e-06	1.17782614724793e-05	56	2.8	3.21963241233299e-20	7.02783111180739e-19	54	2.3	3.10296149019389e-14	4.28900184798639e-13	38	3.4	6.17010311100045e-14	8.31412776744865e-13	22	1.59272369714848	0.0128414883231501	0.198756828351981	24	M56
adipose	M655	NA	120	USP5,ITPK1,DAG1,ZNF219,MSH6,SPTAN1,IRAK1	USP5	0.417152032675234	5.47306859220148e-12	3.37191352347126e-11	-0.411510844028447	1.79770139734342e-11	1.43816111787474e-10	-0.312977102379361	1.27963810039199e-06	1.03922124516683e-05	85	2.4	3.32002555130203e-20	7.21432579255902e-19	89	2.1	2.00084031170773e-17	3.54854914105811e-16	67	3.3	1.84686785427958e-22	4.84200572230691e-21	39	1.55290560471976	0.00200112174881151	0.0893834381135806	25	M250
adipose	M535	NA	61	S100A4,EFEMP1,RAB32,CD248,TXN	CD248	0.515129386737983	2.05699152249283e-18	2.34584565118331e-17	-0.517375563619233	3.0407634891546e-18	6.03647863032173e-17	-0.332999156747395	2.32837757244792e-07	2.49602075766417e-06	53	2.9	3.38002568026499e-20	7.31176855677055e-19	51	2.3	2.92857071497096e-14	4.05960492213216e-13	34	3.3	4.57624107692563e-12	5.26868423749147e-11	18	1.40995212534455	0.0717567397434593	0.470316512325359	26	M185
adipose	M529	GO_POLYOL_BIOSYNTHETIC_PROCESS	53	GBA,MVP,CD99,GMPPA	MVP	0.400596194222856	4.30635827654148e-11	2.21943080406369e-10	-0.445637777359933	2.0991464288491e-13	2.16373554973676e-12	-0.302385750813979	3.00136508269361e-06	2.08926192769322e-05	48	3	3.91707224742906e-20	8.36104270867158e-19	41	2.1	1.02832623363569e-09	9.6698747583988e-09	29	3.3	3.10726778471922e-10	3.05284313512943e-09	10	0.901541715367062	0.696391339102534	1	27	M183
adipose	M702	KEGG_LYSOSOME	58	LAMP1,PSAP	PSAP	0.468827224712977	4.03797201218559e-15	3.43548095004996e-14	-0.495375234144738	1.22823825235155e-16	1.77928568448766e-15	-0.316686936354922	9.41829926503489e-07	8.0130292159662e-06	51	2.9	5.47284095230678e-20	1.15288143030253e-18	50	2.4	4.13039525551253e-15	6.149699602652e-14	35	3.6	8.48080232036684e-14	1.12703554802892e-12	20	1.6476452039467	0.0115929223945349	0.198756828351981	28	M311
adipose	M498	GO_MITOCHONDRION	72	ALDH6A1,HIBADH	HIBADH	-0.655942994906505	2.92355834329787e-32	5.22342424002553e-30	0.506482016576447	1.96257752925023e-17	3.50647185226041e-16	0.3961876771265	4.58564847027559e-10	1.27396152680205e-08	59	2.7	1.01492087074302e-19	2.11357431754111e-18	64	2.5	1.5326729616709e-20	3.40719556087576e-19	45	3.7	3.38490230254283e-18	6.32898011917311e-17	20	1.32726974762373	0.101679815432841	0.524042125692332	29	M161
adipose	M877	NA	61	UCHL1,LOC392437	UCHL1	0.602242671429641	3.64569888658645e-26	1.39578185943596e-24	-0.552407840397827	4.69873553743871e-21	1.9373248062055e-19	-0.418539414497668	3.61004643553807e-11	1.63658869684547e-09	52	2.8	4.71243624764597e-19	9.35505862495644e-18	56	2.5	1.01647852750733e-19	2.11357431754111e-18	44	4.3	1.36231403360546e-21	3.31909237278421e-20	21	1.64494414623531	0.0100416765217891	0.185597883299274	30	M681
adipose	M250	GO_ARYL_SULFOTRANSFERASE_ACTIVITY	186	FSTL3,USP5,ITPK1,DAG1,ZNF219,CYBASC3,MSH6,KIAA1602,SPTAN1,IRAK1	USP5	0.404790648584493	2.58094626375705e-11	1.39736080542806e-10	-0.39790690992495	9.25552741291782e-11	6.70400363962696e-10	-0.309138526658338	1.74959318206064e-06	1.32081964166832e-05	114	2	9.3938355330006e-19	1.82725252464495e-17	123	1.8	7.14528311437843e-17	1.20100507817984e-15	89	2.9	4.73125342464497e-23	1.27505958215013e-21	58	1.48996732959051	0.000632415356193339	0.0423718288649537	31	M36
adipose	M185	NA	74	S100A4,EFEMP1,RAB32,CD248,TXN	CD248	0.521459772310192	6.65186537747613e-19	8.48904724363621e-18	-0.509594688926656	1.15977368824811e-17	2.14358171345168e-16	-0.340659043970701	1.17396279966386e-07	1.31092512629131e-06	59	2.7	1.30361411328765e-18	2.51545379299985e-17	60	2.2	2.57300942603232e-15	3.92791059214554e-14	39	3.2	1.37154306789129e-12	1.62963639396738e-11	19	1.22682771266842	0.192041239288931	0.677198054334651	32	M28
adipose	M307	GO_CELL_SUBSTRATE_JUNCTION_ASSEMBLY	103	CRYAB,LEP,ANXA2,CYB5R3	LEP	0.385100542624685	2.68494700169518e-10	1.24063068354191e-09	-0.408041032633653	2.74984830424648e-11	2.16752748687664e-10	-0.340782853082237	1.16086335787688e-07	1.31092512629131e-06	73	2.4	1.4182792698095e-17	2.53399229539298e-16	71	1.9	1.23428725390422e-11	1.36878200295034e-10	56	3.3	2.7892430889027e-18	5.23552866181581e-17	30	1.39170031789673	0.030213045894105	0.330493726515108	33	M55
adipose	M160	NA	60	PXMP2,PPP1R16A		-0.61164016163412	3.78972568651326e-27	1.56253305228547e-25	0.455987554006392	4.9189797474471e-14	5.38076151965642e-13	0.376459607740441	3.71198479558428e-09	7.76698895111018e-08	50	2.8	1.62493095213534e-17	2.89249701590438e-16	55	2.5	2.59685395228382e-19	5.28574829781313e-18	38	3.8	7.33123095796979e-16	1.16335059675152e-14	13	1.03527040314651	0.494890431596316	1	34	M25
adipose	M310	REACTOME_APOPTOSIS	185	ENO1,ANXA5,LSM4,ATP6V1F,HMBS,PPIL1,ACTR1A,AP2S1	ENO1,ANXA5,ATP6V1F	0.239824587496433	0.000124692398323535	0.000294427865645	-0.342908706333284	3.40611692213169e-08	1.6597078820569e-07	-0.210044870670267	0.00135556104497021	0.00462790267582186	111	2	2.56353075476837e-17	4.48060592789949e-16	80	1.2	0.0266283635637621	0.101948591929832	45	1.5	0.00491143450899673	0.0211731546661307	35	0.903978314597784	0.776215305182134	1	35	M56
adipose	M170	GO_MITOCHONDRIAL_PART	116	SDHB,COQ9,MRPL12,CYC1,CHCHD10,CAMK1	SDHB	-0.518223432410571	1.1881598897346e-18	1.41523044643943e-17	0.32659317589466	1.59936946292541e-07	6.96961001730097e-07	0.292376943315229	6.51733582467765e-06	4.30297128787606e-05	79	2.3	2.85350204133322e-17	4.96942016151316e-16	94	2.2	3.41193608605553e-23	9.45929866616775e-22	49	2.5	7.12437677169224e-11	7.43895964213059e-10	37	1.5240718136507	0.00367260064026919	0.110478405248964	36	M26
adipose	M36	GO_ARYL_SULFOTRANSFERASE_ACTIVITY	199	FSTL3,USP5,ITPK1,DAG1,ZNF219,CYBASC3,MSH6,KIAA1602,SPTAN1,IRAK1	USP5,LOC100132485	0.40750600188754	1.84579792878389e-11	1.05249754237039e-10	-0.398353535276418	8.78101389849218e-11	6.44742938300248e-10	-0.311059294309027	1.49691909423573e-06	1.17782614724793e-05	117	2	3.19381473423659e-17	5.52220870177681e-16	127	1.8	1.52107584621193e-15	2.34430347671768e-14	91	2.7	8.28482959947655e-22	2.06010401999355e-20	58	1.39263278042128	0.00361341454497783	0.110478405248964	37	M7
adipose	M841	GO_LYTIC_VACUOLE	61	ACP5,SPOCD1	PLA2G7	0.503653262465018	1.50128999758509e-17	1.57782635040315e-16	-0.481666899349879	1.07957822679875e-15	1.41135104771739e-14	-0.309628337207166	1.6815448727602e-06	1.2875829311421e-05	50	2.7	6.37325232498162e-17	1.07875681458636e-15	48	2.2	1.25557999277514e-11	1.38920134980442e-10	35	3.4	6.94318730607854e-13	8.37348389113072e-12	23	1.80160549349582	0.00195653064581581	0.0893834381135806	38	M560
adipose	M180	NA	56	GPD1L,NAALAD2,SVIL	NAALAD2	-0.642126794638587	1.41503490227027e-30	1.26409784602811e-28	0.555483428332571	2.56546805014068e-21	1.35030511856685e-19	0.462258335508424	1.40950786743283e-13	3.77748108471998e-11	47	2.8	8.66785825544184e-17	1.44684249910905e-15	47	2.3	2.28326989021588e-13	2.87584698443901e-12	38	4.1	2.21968043979358e-17	3.92224851339349e-16	15	1.27986725663717	0.178561673378473	0.673340887205157	39	M27
adipose	M204	KEGG_EPITHELIAL_CELL_SIGNALING_IN_HELICOBACTER_PYLORI_INFECTION	64	PARVG,ITGAX,CD300A,SASH3	PARVG	0.450103201691899	6.34893660118209e-14	4.59868921382919e-13	-0.419076467874739	6.99521634193422e-12	5.85849368636991e-11	-0.292245241989411	6.58290383592979e-06	4.30297128787606e-05	51	2.7	2.99021176245873e-16	4.87323700746652e-15	49	2.1	4.60127808586603e-11	4.88911134057659e-10	35	3.3	4.68356430698973e-12	5.37940814688534e-11	15	1.11988384955752	0.357067995990374	0.902775687975663	40	M30
