tissue	Module	Annotation	moduleSize	hubs.MEGENA	keyDrivers.BN	sqrtBMI.Rho	sqrtBMI.Pval	sqrtBMI.P.adj	logmatsuda.Rho	logmatsuda.Pval	logmatsuda.P.adj	logSi.Rho	logSi.Pval	logSi.P.adj	logmatsuda.All.Overlap.Size	logmatsuda.All.FE	logmatsuda.All.Pvalue	logmatsuda.All.P.adj	sqrtBMI.All.Overlap.Size	sqrtBMI.All.FE	sqrtBMI.All.Pvalue	sqrtBMI.All.P.adj	logSi.All.Overlap.Size	logSi.All.FE	logSi.All.Pvalue	logSi.All.P.adj	CisEQTLs.Overlap.Size	CisEQTLs.FE	CisEQTLs.Pvalue	CisEQTLs.P.adj	logmatsuda.rank	Parent
muscle	M365	GO_ESTABLISHMENT_OF_PROTEIN_LOCALIZATION_TO_MEMBRANE	70	LOC728820,LOC728428	LOC728428	-0.337319813138925	5.15948951050276e-08	2.69841301399294e-06	0.360669789074239	7.59198755424972e-09	4.41178832319178e-07	0.29137478404598	8.08242266703221e-06	0.000371202317944359	23	5.5	6.99465640230139e-12	3.91950567686103e-10	22	5.3	4.12204807770716e-11	2.13214069250194e-09	20	7.9	3.0370285620054e-13	1.95825937552869e-11	16	0.865215587159078	0.789815218479405	1	11	M95
muscle	M730	NA	17	LOC646766,LOC347544	LOC441246	-0.406235776921615	2.84759426801263e-11	7.44645901085304e-09	0.387898554838505	4.11902908301576e-10	4.30850442083449e-08	0.38319271277744	2.35821509742984e-09	1.02367904584191e-06	12	11.8	9.22633734095618e-12	5.10921998398597e-10	10	10	6.47958835237645e-09	2.34610941343353e-07	11	18	1.23525230423564e-12	7.55108129355473e-11	1	0.222665776107116	0.994584350066305	1	12	M383
muscle	M903	NA	31	LOC401537	LOC401537	-0.273647339844916	1.23476541839592e-05	0.000215260771273689	0.294958395425153	3.02654086761994e-06	7.19491306256922e-05	0.283064361802913	1.49014077383646e-05	0.000487089765447793	15	8.1	4.94258774297742e-11	2.47497452193561e-09	13	7.1	7.38102389198703e-09	2.63200601966538e-07	15	13.4	3.34330106554473e-14	2.31425266404692e-12	4	0.488428154041415	0.979340141449941	1	13	M723
muscle	M662	NA	129	LOC649946,LOC100130070,LOC100131787,LOC100134504,LOC728484,LOC100131572	LOC728484	-0.160746087216114	0.0112399070395732	0.0459255576695062	0.216872792043831	0.000681792188135299	0.00548580483684248	0.176431644416375	0.00771097469943785	0.0428049368357263	30	3.9	8.90123756071471e-11	4.06777914546448e-09	9	1.2	0.350475865281139	1	16	3.4	1.62020579286592e-05	0.000320433137269744	12	0.35212262268102	0.999999732313486	1	14	M363
muscle	M655	NA	77	LOC100131205,LOC646527,LOC100131672	LOC100131205	-0.155355469002716	0.014322640235984	0.0538902218951053	0.202392532039288	0.00155079519942534	0.0103982806320443	0.155503972474028	0.0190655042087873	0.0804133766225465	21	4.6	2.71886282167716e-09	1.09381942749012e-07	10	2.2	0.0147032454638417	0.137590807948912	9	3.2	0.00174823447365654	0.0218274261737436	6	0.294959859258777	0.999992381117035	1	15	M362
muscle	M21	GO_DNA_PACKAGING_COMPLEX	30	HIST2H2AA4,ALDH6A1	HIST2H2AA4	-0.275413659320809	1.07896084205292e-05	0.000211240310360015	0.356073654030836	1.20945316402125e-08	6.32544004783116e-07	0.25620030748406	9.45776016874399e-05	0.00149891168734943	13	7.2	5.36867872194751e-09	1.9897929719848e-07	8	4.5	0.000259471793636076	0.00422606827904848	7	6.5	7.49766543464658e-05	0.00135736581541852	10	1.26177273127366	0.251167872516729	0.796126044401509	16	M2
muscle	M8	GO_MITOCHONDRIAL_PART	848	TIGA1,SPTBN2,CKMT2,MDH1,COX8A,UQCRC1,NDUFS8,SDHB,NDUFA12,LOC100128731,NDUFB8,LOC100132717,NDUFB2,ECH1,COX5B,UQCRFS1,MLYCD,NDUFA1,DECR1,ETFA,ATP5J,NDUFA8,CYC1,NDUFS7,NDUFS3,SUCLG1,NDUFB7,CPT2,COX17,ATP5G1,MAPBPIP,ATP5L,MRPL12,SLC25A11,MRPS12,NDUFB3,MRPL13,SLC25A20,NDUFB11,MRPL37,PMPCA,TMEM143,CIRBP,CACYBP,GOT2,C19orf62,MRPL33,SERF2,PTCD2,SIRT5,UQCRH,RFXANK,ZDHHC16	CKMT2,MDH1	0.179892360911371	0.00448517804696179	0.024692085458537	-0.15180202044179	0.018129197842935	0.0758525637748399	-0.236530204530894	0.000324189392189162	0.00390183728180127	93	1.8	8.60755185545003e-09	3.02356317788084e-07	115	2.3	2.21287893844585e-17	2.29363985802701e-15	105	3.4	1.93619929260542e-29	3.96247394360595e-27	306	1.3659284991854	1.0783220875559e-10	5.63962451791737e-08	17	M1
muscle	M654	NA	19	LOC100129685	LOC653156	-0.258230793310225	3.85329437547395e-05	0.000559798043992466	0.303740379481828	1.47299779372443e-06	3.71155914072364e-05	0.284229062580327	1.36929365983098e-05	0.000477427056061067	10	8.8	3.15608550687097e-08	1.03164545005845e-06	7	6.2	6.53171336818777e-05	0.00119165793891705	9	13.2	6.43978891615575e-09	2.34610941343353e-07	0	0	1	1	18	M362
muscle	M729	KEGG_RIBOSOME	34			-0.274004537636478	1.20163046121361e-05	0.000215260771273689	0.31519790267616	5.55343393256462e-07	1.70849761572429e-05	0.275288573132563	2.59582913439079e-05	0.000543047454914554	13	6.4	3.32253882950768e-08	1.07856484624087e-06	8	4	0.000652353305240825	0.00921388473560537	6	4.9	0.00120939843894174	0.015856931621445	5	0.556664440267789	0.966695629726035	1	19	NA
muscle	M676	REACTOME_TRANSLATION	25	RBMX,LOC100131735,SYF2	RBMX	-0.220505513778117	0.000468520423258746	0.00429888037481271	0.369245994998155	3.12129637965968e-09	2.33205429508859e-07	0.332307602821516	2.96779686043036e-07	3.10431551601016e-05	11	7.4	6.81067650032638e-08	2.10906936098923e-06	7	4.7	0.000456224225584388	0.00690497565860358	10	11.1	6.85716253366728e-09	2.46386748442534e-07	11	1.66554000528123	0.0432335093348423	0.346929985184768	20	M364
muscle	M905	NA	16	LOC644464	LOC388524	-0.272270082721286	1.37081663179816e-05	0.000224042843259511	0.235597755301263	0.000217083736560171	0.00248495760768671	0.219035577919679	0.0008927196261511	0.00848895208140046	9	9.4	7.38319179496351e-08	2.25666777785021e-06	10	10.6	2.81740756686979e-09	1.1238591031573e-07	5	8.7	0.000186901015336531	0.00310863278865389	3	0.709747161341431	0.836107770290568	1	21	M723
muscle	M296	GO_HEMOGLOBIN_COMPLEX	124	HBD,SLC25A39,HBQ1,LOC100131164,LOC728453,LOC100132499,SNCA	HBA1,LOC100132499	-0.244671045868233	9.90323163949611e-05	0.00126326588962353	0.258431083213336	4.72639003773435e-05	0.000669091497214539	0.276747271066565	2.34210839207472e-05	0.000527347674670956	24	3.2	2.80049477081871e-07	7.61961207297321e-06	24	3.3	2.16632163913418e-07	6.06956902107416e-06	19	4.3	9.61371927314464e-08	2.9007549114546e-06	24	0.732642231062123	0.973997708240853	1	22	M90
muscle	M364	GO_RESPONSE_TO_ISCHEMIA	40	RBMX,LOC100131735,USP6	RBMX	-0.223274583441995	0.000395300622271307	0.00375894955359807	0.335514047462206	8.8844044653139e-08	3.87211961279931e-06	0.292219320380615	7.58699663448572e-06	0.000371202317944359	13	5.4	3.07677731851308e-07	8.2909885015303e-06	10	4.2	8.12936486371134e-05	0.00144395926088639	11	7.6	1.08228169996696e-07	3.24477704569713e-06	17	1.60876023237391	0.0198408902897117	0.207535712430384	23	M95
muscle	M179	GO_DNA_PACKAGING_COMPLEX	14	HIST2H2AA4	HIST2H2AA4	0.244850038153652	9.78394222533373e-05	0.00126326588962353	-0.377765463741434	1.25748227418616e-09	1.09610538233227e-07	-0.28543070540883	1.25437971520606e-05	0.000468600422180549	8	9.6	3.46056389867644e-07	9.25504219947161e-06	5	6.1	0.000902331590090767	0.0121970711329448	5	9.9	9.0958168438363e-05	0.00159753768223647	3	0.811139612961636	0.757936453616662	1	24	M21
muscle	M872	NA	36	LOC649946,LOC728484		-0.222320220179519	0.000419242425362216	0.00391542479400783	0.284770684206424	6.7765720283048e-06	0.000135449634997461	0.228808802769092	0.000511752422524061	0.00575419111155779	12	5.6	6.44781605411809e-07	1.62587621444595e-05	5	2.4	0.0583773747346388	0.427344172435373	5	3.9	0.00891020922979719	0.0890453393729413	4	0.420590910424552	0.99324751729272	1	25	M662
muscle	M388	NA	49	PRRG1,ANKRD46,LAMP2	ZYG11B	0.291322336292993	3.06854926152307e-06	8.02425631888283e-05	-0.259661094480134	4.33580113155616e-05	0.00064789256908682	-0.209130490471239	0.00153183290200303	0.013133583733567	14	4.8	6.45929152541732e-07	1.62587621444595e-05	12	4.2	2.00577534368223e-05	0.000391750395963164	5	2.8	0.0308444355691259	0.255606968704006	19	1.46777644250201	0.0393349656859985	0.321440422715269	26	M99
muscle	M904	REACTOME_3_UTR_MEDIATED_TRANSLATIONAL_REGULATION	20	LOC388707,LOC648249		-0.29177434098738	2.95750944345105e-06	8.02425631888283e-05	0.28436590252964	6.99261977998365e-06	0.000135449634997461	0.2809838060089	1.73154630113907e-05	0.000507407849294849	9	7.5	8.71217111541963e-07	2.13584320001459e-05	10	8.5	5.22849589506628e-08	1.66287366068088e-06	9	12.5	1.13352653678147e-08	3.92316868281647e-07	3	0.567797729073145	0.929404649088675	1	27	M723
muscle	M352	NA	58	GPD1	GPD1	0.363864959151017	3.5296315313136e-09	3.69199458175402e-07	-0.291718871775492	3.92403465515887e-06	8.92291358542647e-05	-0.266961732200123	4.61795563558475e-05	0.000894515110152158	15	4.3	1.06140206984431e-06	2.54898956263122e-05	21	6.1	5.19007521059432e-12	2.9792297580814e-10	12	5.7	8.39373910941951e-07	2.07943842042303e-05	17	1.10948981543028	0.35514286662329	0.908533471356858	28	M93
muscle	M413	NA	16	RAP2A		0.235682092633455	0.000179909057917181	0.00213846448387921	-0.403314978323561	6.9980628773253e-11	9.14996721210283e-09	-0.279644656656896	1.90602837854035e-05	0.000507407849294849	8	8.4	1.33128339632928e-06	3.1648237103646e-05	6	6.4	0.00019863911881579	0.00328068186759972	3	5.2	0.0183223432896729	0.165216992077568	3	0.709747161341431	0.836107770290568	1	29	M104
muscle	M767	NA	12	RAP2A,CDK2AP1		0.231392965407251	0.000237310882848238	0.00253293044346181	-0.409244860523731	3.45277509292986e-11	8.29667292567906e-09	-0.257661570838277	8.59599582182316e-05	0.00140490806712922	7	9.8	1.62757100224066e-06	3.83048835377339e-05	5	7.1	0.000394183673485613	0.0061235067692963	2	4.6	0.0672533696828577	0.471151170522273	3	0.946329548455242	0.65204294350625	1	30	M413
muscle	M653	NA	42	LOC731640,LOC645157,LOC728973	LOC645157	-0.191564231479241	0.00244859077257171	0.0152453925482738	0.225489222088349	0.000407364649054448	0.00380449484741922	0.209737468894005	0.00148299569753397	0.0129267791635044	12	4.8	4.07848361634348e-06	9.05538791609848e-05	6	2.4	0.0353190275800297	0.282252398674363	7	4.6	0.000683137647341554	0.00954162880129583	8	0.721012989299232	0.899914900051649	1	31	M362
muscle	M791	NA	10	LOC100132528		-0.149247308089088	0.0186897938808364	0.0634273383548142	0.260811080917525	3.99832274675346e-05	0.000633673574712745	0.290673398159317	8.5170703926048e-06	0.000371202317944359	6	10	7.68438418994566e-06	0.000163666951955087	1	1.7	0.455414435757224	1	5	13.9	1.29126447690588e-05	0.000264260082295478	2	0.757063638764193	0.786518020057512	1	32	M432
muscle	M93	GO_ACTIN_MEDIATED_CELL_CONTRACTION	640	LOC644330,HYAL2,LOC644774,MYL3,LOC100133672,TNNT1,ATP2A2,LOC644237,LOC147804,IL17D,MYOZ2,GPD1,LOC729680,FBP2,TNNT3,GPT2,FBXW8,HEXIM2,PGM1,HSPB6,ALDOA,LDHB,TPM3,PFKM,PGK1,MYLK3,PHKB,MSTN,SH3RF2,CCNG1,ATP2A1,SHISA2,AHCYL1,AGL,USP15,XPO4,PPP1R3A	MYL3,TNNT1	0.211904836116326	0.000783831358197324	0.0062112697020788	-0.0865026064700181	0.179851383400697	0.368871660857116	-0.0896393738852505	0.178364351969438	0.373138224320065	66	1.7	1.051231385929e-05	0.000218944519184417	90	2.4	9.62305840072568e-15	7.30576385358319e-13	34	1.5	0.0156629349374891	0.144559675981885	227	1.34260504687087	1.52577103383633e-07	2.65992750232134e-05	33	M4
muscle	M104	GO_MITOCHONDRION	259	TIGA1,SPTBN2,CKMT2,MDH1,UQCRC1,SDHB,NDUFB8,UQCRFS1,DECR1,ETFA,NDUFB3,MRPL13,GOT2,PTCD2,SIRT5	CKMT2,MDH1,UQCRC1,SIRT5	0.209653073826791	0.000893954479595868	0.00687556165924469	-0.166079889607941	0.00964735422798907	0.0454555519030476	-0.250528676473697	0.000136308739689504	0.00198026307937807	34	2.2	1.35254965041034e-05	0.000274416000193167	37	2.4	5.33747582173817e-07	1.37286878103397e-05	42	4.5	2.13925526253398e-16	1.97440676877401e-14	98	1.43228255982415	3.21989045340959e-05	0.00336800541426643	34	M8
muscle	M432	NA	33	LOC100133372,LOC100131609	LOC100133372	-0.147946761944923	0.019756571044207	0.0653967509881029	0.231529614767223	0.000280590518702555	0.00299487431186605	0.298358370954073	4.76136725326324e-06	0.000276688341495186	10	5.1	1.46409698194654e-05	0.000292012902289083	3	1.5	0.307960219978335	1	13	10.9	4.49196775991297e-11	2.27351529525918e-09	3	0.344119835801906	0.996778908357813	1	35	M111
muscle	M759	NA	76	LOC100128731,SERF2	LOC100128731	-0.287477739358048	4.18770063119791e-06	0.000104293687148405	0.254819804006964	6.07350733909557e-05	0.000835906404828153	0.287194175264323	1.10216369339033e-05	0.000443408932033185	15	3.3	3.68014099789994e-05	0.000698484825690122	20	4.5	1.00118071064888e-08	3.49078341112911e-07	15	5.5	7.00739474472101e-08	2.15580438322887e-06	32	1.59381818687199	0.00211669680807999	0.0464824641709789	36	M405
muscle	M257	GO_REGULATION_OF_PROTEIN_POLYMERIZATION	37	SOBP,STK40	STK40	0.17031292982953	0.00718364826153319	0.0347874818590913	-0.264642534257713	3.04403403546305e-05	0.000497509312670992	-0.181387010102832	0.0061335648406794	0.0381887429961348	10	4.5	4.42617895804335e-05	0.000823479223537946	5	2.3	0.0643679003781307	0.460815156125808	4	3	0.0429914744158695	0.333928828507422	13	1.32997666269385	0.154353137828411	0.625788302978751	37	M60
muscle	M392	NA	32	KLHL34,NCOA3		-0.401488744156448	5.05934739635733e-11	8.82012896098295e-09	0.277097192231152	1.2184468749084e-05	0.000227588469848962	0.265418888483083	5.12755079372182e-05	0.000957753237541611	9	4.7	7.57749573877774e-05	0.00136656216254509	15	8	7.21001730186503e-11	3.36015360790878e-09	6	5.2	0.000866172608166442	0.0117834522157209	9	1.06462074201215	0.479874559979268	0.988908000548578	38	M99
muscle	M855	NA	14	RPL21,LOC100129685	LOC653156	-0.223754125411062	0.00038375571427012	0.00371674515857913	0.258409489211751	4.73353449272236e-05	0.000669091497214539	0.261307546047219	6.75616093405855e-05	0.00117782405617087	6	7.2	8.92465439810882e-05	0.00157334637647559	4	4.8	0.00746605496454462	0.0772367488310144	6	11.9	4.99123271139686e-06	0.000109783796133388	0	0	1	1	39	M654
muscle	M483	GO_SMALL_MOLECULE_CATABOLIC_PROCESS	10	ALDH6A1		-0.195238884090447	0.00200918243440694	0.0129728692987016	0.268145843456157	2.36356420402144e-05	0.000426256578863177	0.170449597560049	0.010089137491681	0.0507367202706649	5	8.4	0.000148110715184692	0.00251681276669439	2	3.4	0.114104570202962	0.713267213738832	2	5.6	0.0480687785061854	0.36446451612333	3	1.13559545814629	0.516568270874073	1	40	M180
muscle	M355	NA	28	PHKB		0.275274399388857	1.09053315099817e-05	0.000211240310360015	-0.334049889472331	1.01846562676102e-07	4.09736555996935e-06	-0.259438893962929	7.64714528616873e-05	0.00129014741440847	8	4.8	0.000168752661901143	0.00283685278417386	5	3	0.0223310965076312	0.197209139327243	3	3	0.0781961661774182	0.529312504547034	9	1.21670941944245	0.309043853144605	0.883223689588134	41	M93
muscle	M111	NA	51	LOC100133372,SBDSP	LOC100133372	-0.14534409609804	0.0220509944785193	0.0707525773758625	0.212797030097466	0.000863969507259443	0.00645508646138127	0.300233180046878	4.12104744832262e-06	0.000269413476934092	11	3.6	0.000173113308773496	0.00289980193735532	3	1	0.58538384341013	1	16	8.7	1.48286388675676e-11	7.9321915104929e-10	7	0.51955347758327	0.990806600921649	1	42	M9
muscle	M60	GO_REGULATION_OF_PROTEIN_POLYMERIZATION	43	SOBP,STK40	STK40	0.173045807646685	0.00629508560009937	0.0313025194187402	-0.264955858986605	2.97635182554192e-05	0.000497509312670992	-0.178588649732783	0.00698464205302574	0.0410445819520501	10	3.9	0.000175583348296267	0.00293074759017919	6	2.4	0.0390771360375367	0.306560132214476	4	2.6	0.0680462464421429	0.475919289752105	13	1.14439852371332	0.338207348530544	0.89334567313876	43	M2
muscle	M405	NA	100	LOC100128731,CIRBP,CACYBP,SERF2	LOC100128731	-0.282905764981918	6.02564610393721e-06	0.000126056516494366	0.248301802822428	9.46218121318856e-05	0.00120700506695064	0.279394784727998	1.94037418468394e-05	0.000507407849294849	16	2.7	0.000278368774756253	0.00447195161357571	22	3.7	6.43460289055374e-08	2.01917838705576e-06	17	4.7	9.60960736271644e-08	2.9007549114546e-06	41	1.5519804594666	0.00103275848981857	0.0306801623236291	44	M103
muscle	M776	NA	12	ATP5J,MRPL33,LOC401397		0.392908129366209	1.39759377381769e-10	1.82735385926663e-08	-0.345978669995387	3.27806060273156e-08	1.55856881384419e-06	-0.364162425625787	1.58937270129565e-08	2.77080640925875e-06	5	7	0.00042080374151554	0.00641010747997944	6	8.5	2.81233551700362e-05	0.000538116393436424	4	9.3	0.000653800191564095	0.00921388473560537	4	1.26177273127366	0.395452399758503	0.963856114581764	45	M416
muscle	M592	REACTOME_KERATAN_SULFATE_DEGRADATION	12	SFRP4,LUM		0.159532086792371	0.0118777992196445	0.0474205266555272	-0.235491055528722	0.00021856223700495	0.00248495760768671	-0.176662532235686	0.00763013728818373	0.0428049368357263	5	7	0.00042080374151554	0.00641010747997944	1	1.4	0.517761025877009	1	1	2.3	0.355990549996374	1	6	1.89265909691048	0.0691669405273897	0.425580116421468	46	M321
muscle	M726	NA	18	LOC100129553,LOC644511		-0.232948428037024	0.000214762864585354	0.00234002037871126	0.229549741210065	0.000317402520414169	0.00313621761631516	0.204765684518175	0.00192869110599628	0.0157034419796935	6	5.6	0.000448523458701526	0.00681032232292929	5	4.7	0.00316998479410716	0.0369334614501544	4	6.2	0.00340284345727539	0.0390663028131591	2	0.420590910424552	0.970233593879591	1	47	M382
